student_id,academic_year,subject_code,attendance_percentage,participation_score
S137-24,2023-2024,SUB01,55,2
S138-24,2023-2024,SUB04,54,2
S785-25,2024-2025,SUB02,47,6
S140-25,2024-2025,SUB05,,2
S142-25,2024-2025,SUB04,30,2
S567-24,2023-2024,SUB03,47,2
S940-25,2024-2025,SUB02,47,5
S147-25,2024-2025,SUB01,89,2
S992-25,2024-2025,SUB02,47,3
S147-25,2024-2025,SUB04,87,2
S149-25,2024-2025,SUB02,47,2
S151-24,2023-2024,SUB04,71,2
S383-24,2023-2024,SUB02,47,2
S152-24,2023-2024,SUB05,89,2
S154-24,2023-2024,SUB04,44,2
S155-25,2024-2025,SUB04,84,2
S994-24,2023-2024,SUB03,47,2
S158-25,2024-2025,SUB05,66,2
S159-25,2024-2025,SUB05,56,2
S966-25,2024-2025,SUB02,47,2
S160-25,2024-2025,SUB04,58,2
S161-24,2023-2024,SUB04,82,2
S161-24,2023-2024,SUB05,55,2
S344-24,2023-2024,SUB02,46,7
S164-25,2024-2025,SUB05,47,2
S165-25,2024-2025,SUB01,81,2
S167-25,2024-2025,SUB04,55,2
S168-25,2024-2025,SUB01,78,2
S362-24,2023-2024,SUB02,46,8
S168-25,2024-2025,SUB04,61,2
S168-25,2024-2025,SUB05,84,2
S040-25,2024-2025,SUB03,47,
S203-24,2023-2024,SUB03,47,
S176-24,2023-2024,SUB05,70,2
S177-24,2023-2024,SUB04,95,2
S179-24,2023-2024,SUB01,80,2
S179-24,2023-2024,SUB04,82,2
S188-24,2023-2024,SUB01,88,2
S425-24,2023-2024,SUB02,46,8
S191-25,2024-2025,SUB05,51,2
S192-24,2023-2024,SUB01,60,2
S195-25,2024-2025,SUB04,41,2
S503-25,2024-2025,SUB03,46,7
S198-24,2023-2024,SUB01,89,2
S199-24,2023-2024,SUB04,63,2
S202-25,2024-2025,SUB05,74,2
S796-24,2023-2024,SUB02,46,8
S675-24,2023-2024,SUB02,46,7
S275-25,2024-2025,SUB03,46,8
S212-24,2023-2024,SUB04,82,2
S213-25,2024-2025,SUB01,65,2
S948-24,2023-2024,SUB02,46,7
S287-24,2023-2024,SUB03,46,8
S214-25,2024-2025,SUB04,90,2
S214-25,2024-2025,SUB05,63,2
S032-25,2024-2025,SUB02,46,6
S221-24,2023-2024,SUB04,62,2
S878-25,2024-2025,SUB02,46,6
S224-24,2023-2024,SUB04,65,2
S034-24,2023-2024,SUB02,46,5
S423-25,2024-2025,SUB03,46,8
S226-25,2024-2025,SUB05,78,2
S540-25,2024-2025,SUB02,46,5
S426-25,2024-2025,SUB03,46,8
S618-25,2024-2025,SUB03,46,8
S235-24,2023-2024,SUB05,61,2
S236-24,2023-2024,SUB01,72,2
S630-24,2023-2024,SUB03,46,8
S236-24,2023-2024,SUB04,59,2
S680-24,2023-2024,SUB03,46,8
S545-24,2023-2024,SUB02,46,4
S240-24,2023-2024,SUB01,78,2
S086-24,2023-2024,SUB02,46,
S243-24,2023-2024,SUB05,61,2
S246-25,2024-2025,SUB01,49,2
S248-25,2024-2025,SUB05,43,2
S188-24,2023-2024,SUB02,46,
S250-25,2024-2025,SUB05,85,2
S888-24,2023-2024,SUB02,46,
S252-24,2023-2024,SUB01,64,2
S252-24,2023-2024,SUB04,58,2
S253-24,2023-2024,SUB05,,2
S259-25,2024-2025,SUB01,60,2
S686-25,2024-2025,SUB03,46,8
S259-25,2024-2025,SUB05,81,2
S857-24,2023-2024,SUB03,46,8
S256-25,2024-2025,SUB02,45,7
S159-25,2024-2025,SUB03,46,7
S198-24,2023-2024,SUB03,46,7
S264-24,2023-2024,SUB04,67,2
S049-25,2024-2025,SUB03,46,6
S265-24,2023-2024,SUB04,71,2
S134-24,2023-2024,SUB03,46,6
S267-24,2023-2024,SUB01,70,2
S267-24,2023-2024,SUB05,56,2
S268-24,2023-2024,SUB04,76,2
S268-24,2023-2024,SUB05,62,2
S270-24,2023-2024,SUB01,57,2
S270-24,2023-2024,SUB04,87,2
S546-24,2023-2024,SUB03,46,6
S576-24,2023-2024,SUB03,46,6
S280-24,2023-2024,SUB05,,2
S283-24,2023-2024,SUB01,89,2
S588-25,2024-2025,SUB02,45,7
S887-24,2023-2024,SUB03,46,6
S284-24,2023-2024,SUB05,53,2
S286-24,2023-2024,SUB05,50,2
S287-24,2023-2024,SUB01,92,2
S918-25,2024-2025,SUB03,46,5
S288-24,2023-2024,SUB05,57,2
S289-25,2024-2025,SUB05,80,2
S290-25,2024-2025,SUB04,42,2
S292-25,2024-2025,SUB01,52,2
S934-24,2023-2024,SUB03,46,5
S745-25,2024-2025,SUB02,45,7
S301-24,2023-2024,SUB04,63,2
S619-24,2023-2024,SUB03,46,4
S303-25,2024-2025,SUB04,53,2
S308-25,2024-2025,SUB01,59,2
S006-25,2024-2025,SUB03,46,3
S820-25,2024-2025,SUB02,45,7
S088-24,2023-2024,SUB02,45,7
S314-24,2023-2024,SUB05,44,2
S315-24,2023-2024,SUB04,69,2
S317-24,2023-2024,SUB01,84,2
S604-24,2023-2024,SUB02,45,8
S539-25,2024-2025,SUB03,46,3
S324-24,2023-2024,SUB05,80,2
S325-24,2023-2024,SUB01,62,2
S693-25,2024-2025,SUB03,46,3
S353-24,2023-2024,SUB02,45,7
S328-24,2023-2024,SUB01,,2
S343-24,2023-2024,SUB02,45,6
S331-24,2023-2024,SUB01,95,2
S166-25,2024-2025,SUB03,46,2
S331-24,2023-2024,SUB04,95,2
S331-24,2023-2024,SUB05,82,2
S333-25,2024-2025,SUB05,49,2
S335-24,2023-2024,SUB01,47,2
S471-25,2024-2025,SUB02,45,6
S281-24,2023-2024,SUB03,46,
S337-25,2024-2025,SUB04,83,2
S932-24,2023-2024,SUB02,45,6
S330-25,2024-2025,SUB03,46,
S008-24,2023-2024,SUB02,45,5
S207-25,2024-2025,SUB03,45,7
S340-24,2023-2024,SUB04,92,2
S495-25,2024-2025,SUB03,45,8
S724-24,2023-2024,SUB03,45,8
S346-25,2024-2025,SUB04,72,2
S574-25,2024-2025,SUB03,45,7
S348-25,2024-2025,SUB05,77,2
S100-25,2024-2025,SUB02,45,5
S350-25,2024-2025,SUB01,75,2
S459-24,2023-2024,SUB02,45,4
S350-25,2024-2025,SUB04,69,2
S026-24,2023-2024,SUB02,45,2
S355-25,2024-2025,SUB01,92,2
S356-24,2023-2024,SUB04,76,2
S357-24,2023-2024,SUB01,67,2
S358-25,2024-2025,SUB05,57,2
S318-25,2024-2025,SUB02,45,2
S673-24,2023-2024,SUB03,45,7
S371-24,2023-2024,SUB01,57,2
S340-24,2023-2024,SUB02,45,2
S861-24,2023-2024,SUB02,45,2
S231-24,2023-2024,SUB03,45,6
S373-24,2023-2024,SUB04,81,2
S927-24,2023-2024,SUB02,45,1
S376-25,2024-2025,SUB01,49,2
S377-25,2024-2025,SUB05,80,2
S378-24,2023-2024,SUB01,91,2
S379-24,2023-2024,SUB01,81,2
S381-24,2023-2024,SUB01,82,2
S453-24,2023-2024,SUB03,45,6
S382-25,2024-2025,SUB05,68,2
S401-25,2024-2025,SUB02,45,
S463-24,2023-2024,SUB03,45,6
S386-25,2024-2025,SUB04,80,2
S699-25,2024-2025,SUB03,45,6
S389-24,2023-2024,SUB04,64,2
S075-25,2024-2025,SUB02,44,7
S391-24,2023-2024,SUB04,62,2
S395-25,2024-2025,SUB05,,2
S396-24,2023-2024,SUB01,67,2
S418-24,2023-2024,SUB02,44,7
S398-25,2024-2025,SUB01,40,2
S399-25,2024-2025,SUB04,45,2
S404-25,2024-2025,SUB01,60,2
S543-25,2024-2025,SUB02,44,7
S407-24,2023-2024,SUB04,70,2
S975-25,2024-2025,SUB02,44,7
S410-25,2024-2025,SUB04,44,2
S648-25,2024-2025,SUB02,44,8
S625-25,2024-2025,SUB03,45,5
S411-25,2024-2025,SUB05,41,2
S668-25,2024-2025,SUB02,44,8
S412-25,2024-2025,SUB04,45,2
S413-25,2024-2025,SUB01,65,2
S683-24,2023-2024,SUB02,44,8
S307-24,2023-2024,SUB02,44,7
S794-24,2023-2024,SUB03,45,5
S418-24,2023-2024,SUB01,,2
S062-24,2023-2024,SUB02,44,6
S420-24,2023-2024,SUB04,63,2
S422-24,2023-2024,SUB04,76,2
S079-25,2024-2025,SUB02,44,6
S778-24,2023-2024,SUB03,45,3
S423-25,2024-2025,SUB04,63,2
S424-25,2024-2025,SUB01,63,2
S425-24,2023-2024,SUB01,88,2
S130-24,2023-2024,SUB02,44,6
S032-25,2024-2025,SUB03,45,2
S428-24,2023-2024,SUB05,,2
S429-24,2023-2024,SUB05,42,2
S111-25,2024-2025,SUB03,45,2
S430-24,2023-2024,SUB04,41,2
S430-24,2023-2024,SUB05,42,2
S431-25,2024-2025,SUB04,68,2
S432-25,2024-2025,SUB05,91,2
S326-25,2024-2025,SUB03,45,
S435-24,2023-2024,SUB05,94,2
S439-24,2023-2024,SUB04,71,2
S074-25,2024-2025,SUB03,44,7
S443-25,2024-2025,SUB01,50,2
S573-24,2023-2024,SUB02,44,6
S779-25,2024-2025,SUB03,44,8
S377-25,2024-2025,SUB02,44,5
S394-24,2023-2024,SUB02,44,5
S951-24,2023-2024,SUB02,44,5
S453-24,2023-2024,SUB04,49,2
S454-25,2024-2025,SUB05,66,2
S125-25,2024-2025,SUB02,44,4
S457-25,2024-2025,SUB04,60,2
S459-24,2023-2024,SUB01,92,2
S461-25,2024-2025,SUB04,82,2
S191-25,2024-2025,SUB02,44,2
S665-24,2023-2024,SUB02,44,2
S467-24,2023-2024,SUB01,79,2
S471-25,2024-2025,SUB04,58,2
S477-25,2024-2025,SUB04,74,2
S478-24,2023-2024,SUB01,50,2
S478-24,2023-2024,SUB05,,2
S958-25,2024-2025,SUB03,44,8
S484-24,2023-2024,SUB05,89,2
S487-25,2024-2025,SUB01,48,2
S877-25,2024-2025,SUB02,44,2
S488-25,2024-2025,SUB01,94,2
S491-25,2024-2025,SUB04,84,2
S492-25,2024-2025,SUB04,61,2
S885-24,2023-2024,SUB02,44,2
S494-24,2023-2024,SUB04,87,2
S497-24,2023-2024,SUB01,76,2
S497-24,2023-2024,SUB04,64,2
S499-25,2024-2025,SUB01,47,2
S750-24,2023-2024,SUB02,44,
S499-25,2024-2025,SUB04,69,2
S501-24,2023-2024,SUB01,93,2
S863-25,2024-2025,SUB03,44,7
S140-25,2024-2025,SUB02,43,7
S504-24,2023-2024,SUB04,92,2
S981-24,2023-2024,SUB02,43,7
S510-24,2023-2024,SUB04,83,2
S364-24,2023-2024,SUB02,43,7
S512-24,2023-2024,SUB01,73,2
S419-25,2024-2025,SUB03,44,6
S847-24,2023-2024,SUB02,43,7
S912-24,2023-2024,SUB02,43,7
S569-24,2023-2024,SUB03,44,6
S520-25,2024-2025,SUB05,52,2
S289-25,2024-2025,SUB03,44,5
S522-24,2023-2024,SUB05,73,2
S958-25,2024-2025,SUB02,43,7
S523-25,2024-2025,SUB04,,2
S524-24,2023-2024,SUB04,52,2
S371-24,2023-2024,SUB03,44,5
S652-25,2024-2025,SUB02,43,6
S341-25,2024-2025,SUB03,44,4
S528-24,2023-2024,SUB05,86,2
S531-25,2024-2025,SUB01,93,2
S534-24,2023-2024,SUB04,74,2
S534-24,2023-2024,SUB05,,2
S535-24,2023-2024,SUB04,52,2
S537-24,2023-2024,SUB01,63,2
S816-24,2023-2024,SUB02,43,6
S542-25,2024-2025,SUB05,60,2
S920-25,2024-2025,SUB02,43,6
S550-24,2023-2024,SUB04,,2
S905-24,2023-2024,SUB02,43,5
S553-25,2024-2025,SUB05,80,2
S554-25,2024-2025,SUB05,95,2
S555-24,2023-2024,SUB04,49,2
S557-25,2024-2025,SUB01,,2
S295-25,2024-2025,SUB03,44,3
S563-24,2023-2024,SUB01,68,2
S566-25,2024-2025,SUB05,94,2
S568-25,2024-2025,SUB01,66,2
S930-25,2024-2025,SUB03,44,3
S569-24,2023-2024,SUB01,49,2
S235-24,2023-2024,SUB03,44,2
S571-25,2024-2025,SUB04,87,2
S572-24,2023-2024,SUB04,41,2
S572-24,2023-2024,SUB05,92,2
S461-25,2024-2025,SUB03,44,2
S076-25,2024-2025,SUB02,43,4
S481-24,2023-2024,SUB03,44,2
S579-25,2024-2025,SUB05,39,2
S846-25,2024-2025,SUB03,44,
S580-25,2024-2025,SUB05,45,2
S797-24,2023-2024,SUB02,43,4
S584-24,2023-2024,SUB05,66,2
S585-24,2023-2024,SUB05,81,2
S810-25,2024-2025,SUB02,43,2
S588-25,2024-2025,SUB01,79,2
S588-25,2024-2025,SUB05,84,2
S589-25,2024-2025,SUB05,52,2
S591-24,2023-2024,SUB01,71,2
S748-25,2024-2025,SUB02,43,
S591-24,2023-2024,SUB04,47,2
S591-24,2023-2024,SUB05,95,2
S661-25,2024-2025,SUB02,42,7
S592-24,2023-2024,SUB04,45,2
S593-24,2023-2024,SUB05,56,2
S594-25,2024-2025,SUB05,44,2
S595-25,2024-2025,SUB05,79,2
S597-25,2024-2025,SUB04,65,2
S597-25,2024-2025,SUB05,66,2
S598-25,2024-2025,SUB05,84,2
S599-24,2023-2024,SUB04,64,2
S013-24,2023-2024,SUB03,43,7
S602-24,2023-2024,SUB05,43,2
S307-24,2023-2024,SUB03,43,7
S606-24,2023-2024,SUB01,43,2
S607-25,2024-2025,SUB01,56,2
S610-25,2024-2025,SUB01,85,2
S997-24,2023-2024,SUB03,43,7
S618-25,2024-2025,SUB01,68,2
S288-24,2023-2024,SUB03,43,7
S703-24,2023-2024,SUB02,42,7
S623-24,2023-2024,SUB04,48,2
S624-25,2024-2025,SUB01,78,2
S624-25,2024-2025,SUB04,88,2
S625-25,2024-2025,SUB01,,2
S626-25,2024-2025,SUB05,79,2
S627-25,2024-2025,SUB04,65,2
S629-24,2023-2024,SUB05,59,2
S634-25,2024-2025,SUB04,57,2
S638-25,2024-2025,SUB01,43,2
S639-25,2024-2025,SUB04,78,2
S639-25,2024-2025,SUB05,83,2
S640-24,2023-2024,SUB05,47,2
S643-24,2023-2024,SUB04,38,2
S472-24,2023-2024,SUB03,43,7
S511-24,2023-2024,SUB03,43,7
S650-25,2024-2025,SUB05,82,2
S853-25,2024-2025,SUB03,43,7
S654-25,2024-2025,SUB04,86,2
S968-25,2024-2025,SUB03,43,7
S657-24,2023-2024,SUB04,66,2
S658-24,2023-2024,SUB04,86,2
S659-25,2024-2025,SUB04,41,2
S662-24,2023-2024,SUB04,53,2
S747-25,2024-2025,SUB02,42,7
S664-25,2024-2025,SUB04,70,2
S665-24,2023-2024,SUB01,93,2
S539-25,2024-2025,SUB02,42,8
S665-24,2023-2024,SUB04,87,2
S298-24,2023-2024,SUB02,42,7
S758-24,2023-2024,SUB03,43,6
S670-25,2024-2025,SUB05,,2
S331-24,2023-2024,SUB03,43,5
S673-24,2023-2024,SUB05,41,2
S676-25,2024-2025,SUB05,92,2
S689-25,2024-2025,SUB01,56,2
S690-25,2024-2025,SUB04,80,2
S436-25,2024-2025,SUB02,42,7
S534-24,2023-2024,SUB03,43,5
S694-24,2023-2024,SUB04,91,2
S695-24,2023-2024,SUB05,95,2
S027-25,2024-2025,SUB03,43,4
S551-24,2023-2024,SUB02,42,7
S635-25,2024-2025,SUB02,42,6
S711-25,2024-2025,SUB04,81,2
S751-24,2023-2024,SUB02,42,5
S751-24,2023-2024,SUB03,43,4
S717-24,2023-2024,SUB04,50,2
S852-25,2024-2025,SUB03,43,2
S722-24,2023-2024,SUB01,43,2
S522-24,2023-2024,SUB02,42,4
S109-25,2024-2025,SUB03,42,7
S965-25,2024-2025,SUB02,42,4
S729-24,2023-2024,SUB05,88,2
S009-24,2023-2024,SUB02,42,3
S734-25,2024-2025,SUB04,57,2
S736-24,2023-2024,SUB05,88,2
S273-24,2023-2024,SUB03,42,7
S523-25,2024-2025,SUB02,42,2
S906-24,2023-2024,SUB03,42,7
S745-25,2024-2025,SUB01,93,2
S746-24,2023-2024,SUB01,87,2
S749-24,2023-2024,SUB02,42,2
S550-24,2023-2024,SUB03,42,8
S753-25,2024-2025,SUB01,62,2
S276-25,2024-2025,SUB02,41,7
S757-24,2023-2024,SUB01,90,2
S844-24,2023-2024,SUB02,41,8
S988-24,2023-2024,SUB03,42,8
S759-24,2023-2024,SUB04,73,2
S106-25,2024-2025,SUB03,42,7
S765-25,2024-2025,SUB05,71,2
S769-25,2024-2025,SUB05,56,2
S253-24,2023-2024,SUB03,42,7
S998-25,2024-2025,SUB02,41,8
S776-25,2024-2025,SUB04,45,2
S777-25,2024-2025,SUB04,93,2
S532-24,2023-2024,SUB02,41,6
S780-24,2023-2024,SUB01,44,2
S700-25,2024-2025,SUB02,41,6
S782-25,2024-2025,SUB01,87,2
S772-25,2024-2025,SUB03,42,6
S785-25,2024-2025,SUB05,76,2
S786-25,2024-2025,SUB04,,2
S791-24,2023-2024,SUB05,62,2
S793-25,2024-2025,SUB04,85,2
S797-24,2023-2024,SUB04,67,2
S1000-25,2024-2025,SUB03,42,6
S1000-25,2024-2025,SUB03,42,6
S806-25,2024-2025,SUB05,62,2
S096-25,2024-2025,SUB02,41,5
S809-24,2023-2024,SUB04,46,2
S496-24,2023-2024,SUB02,41,5
S811-25,2024-2025,SUB01,92,2
S813-25,2024-2025,SUB01,79,2
S814-24,2023-2024,SUB05,50,2
S817-24,2023-2024,SUB05,,2
S818-24,2023-2024,SUB04,43,2
S169-24,2023-2024,SUB03,42,4
S823-25,2024-2025,SUB01,70,2
S726-25,2024-2025,SUB02,41,4
S050-25,2024-2025,SUB02,41,3
S828-25,2024-2025,SUB05,49,2
S734-25,2024-2025,SUB03,42,4
S109-25,2024-2025,SUB02,41,3
S831-25,2024-2025,SUB05,73,2
S833-25,2024-2025,SUB04,78,2
S967-24,2023-2024,SUB03,42,4
S836-25,2024-2025,SUB05,40,2
S839-25,2024-2025,SUB04,87,2
S840-25,2024-2025,SUB05,49,2
S841-24,2023-2024,SUB01,43,2
S012-24,2023-2024,SUB03,42,3
S843-24,2023-2024,SUB01,77,2
S845-25,2024-2025,SUB01,55,2
S316-24,2023-2024,SUB02,41,3
S847-24,2023-2024,SUB05,86,2
S850-25,2024-2025,SUB01,93,2
S850-25,2024-2025,SUB04,47,2
S857-24,2023-2024,SUB01,62,2
S721-24,2023-2024,SUB02,41,3
S860-25,2024-2025,SUB01,63,2
S015-24,2023-2024,SUB02,41,2
S371-24,2023-2024,SUB02,41,2
S562-24,2023-2024,SUB03,42,3
S879-25,2024-2025,SUB03,42,3
S487-25,2024-2025,SUB02,41,2
S334-24,2023-2024,SUB02,41,
S574-25,2024-2025,SUB02,41,
S877-25,2024-2025,SUB01,46,2
S326-25,2024-2025,SUB02,40,7
S064-25,2024-2025,SUB03,42,2
S494-24,2023-2024,SUB02,40,7
S797-24,2023-2024,SUB03,41,7
S132-24,2023-2024,SUB03,41,8
S888-24,2023-2024,SUB01,88,2
S891-24,2023-2024,SUB05,50,2
S892-25,2024-2025,SUB01,50,2
S729-24,2023-2024,SUB02,40,7
S895-24,2023-2024,SUB04,53,2
S898-24,2023-2024,SUB04,58,2
S900-25,2024-2025,SUB01,95,2
S772-25,2024-2025,SUB02,40,7
S177-24,2023-2024,SUB03,41,8
S904-24,2023-2024,SUB05,78,2
S363-24,2023-2024,SUB03,41,8
S909-25,2024-2025,SUB01,49,2
S910-25,2024-2025,SUB04,52,2
S913-25,2024-2025,SUB01,44,2
S914-25,2024-2025,SUB04,83,2
S387-25,2024-2025,SUB02,40,7
S919-24,2023-2024,SUB04,88,2
S923-25,2024-2025,SUB05,79,2
S924-25,2024-2025,SUB05,86,2
S612-25,2024-2025,SUB02,40,6
S927-24,2023-2024,SUB05,43,2
S928-24,2023-2024,SUB05,40,2
S122-24,2023-2024,SUB02,40,5
S929-24,2023-2024,SUB05,83,2
S808-25,2024-2025,SUB03,41,8
S932-24,2023-2024,SUB04,70,2
S934-24,2023-2024,SUB01,69,2
S579-25,2024-2025,SUB02,40,5
S937-24,2023-2024,SUB04,69,2
S937-24,2023-2024,SUB05,45,2
S092-25,2024-2025,SUB03,41,7
S939-24,2023-2024,SUB04,51,2
S940-25,2024-2025,SUB01,76,2
S940-25,2024-2025,SUB04,51,2
S942-24,2023-2024,SUB01,75,2
S944-25,2024-2025,SUB04,44,2
S945-25,2024-2025,SUB01,66,2
S945-25,2024-2025,SUB04,84,2
S949-25,2024-2025,SUB05,43,2
S950-24,2023-2024,SUB01,,2
S464-25,2024-2025,SUB03,41,7
S951-24,2023-2024,SUB04,77,2
S953-25,2024-2025,SUB01,86,2
S894-25,2024-2025,SUB02,40,5
S575-25,2024-2025,SUB03,41,7
S954-24,2023-2024,SUB05,76,2
S955-25,2024-2025,SUB04,57,2
S959-24,2023-2024,SUB05,69,2
S634-25,2024-2025,SUB03,41,7
S965-25,2024-2025,SUB01,70,2
S965-25,2024-2025,SUB05,89,2
S962-25,2024-2025,SUB02,40,5
S966-25,2024-2025,SUB05,52,2
S967-24,2023-2024,SUB05,62,2
S969-24,2023-2024,SUB04,,2
S971-24,2023-2024,SUB05,,2
S345-25,2024-2025,SUB02,40,4
S644-24,2023-2024,SUB03,41,7
S975-25,2024-2025,SUB04,82,2
S533-25,2024-2025,SUB02,40,4
S926-24,2023-2024,SUB03,41,7
S985-24,2023-2024,SUB05,78,2
S902-24,2023-2024,SUB02,40,4
S291-24,2023-2024,SUB03,41,6
S991-24,2023-2024,SUB05,61,2
S992-25,2024-2025,SUB05,63,2
S573-24,2023-2024,SUB03,41,6
S995-25,2024-2025,SUB01,75,2
S997-24,2023-2024,SUB05,81,2
S178-25,2024-2025,SUB03,41,5
S465-24,2023-2024,SUB03,41,5
S228-25,2024-2025,SUB02,40,3
S520-25,2024-2025,SUB02,40,3
S030-25,2024-2025,SUB05,43,1
S593-24,2023-2024,SUB02,40,3
S164-25,2024-2025,SUB04,51,1
S192-24,2023-2024,SUB05,43,1
S341-25,2024-2025,SUB01,43,1
S341-25,2024-2025,SUB04,53,1
S411-25,2024-2025,SUB01,54,1
S152-24,2023-2024,SUB02,40,2
S643-24,2023-2024,SUB01,,1
S643-24,2023-2024,SUB05,37,1
S660-24,2023-2024,SUB01,56,1
S660-24,2023-2024,SUB05,47,1
S473-25,2024-2025,SUB03,41,5
S710-25,2024-2025,SUB01,30,1
S432-25,2024-2025,SUB03,41,4
S655-25,2024-2025,SUB03,41,4
S394-24,2023-2024,SUB03,41,2
S445-24,2023-2024,SUB02,40,2
S927-24,2023-2024,SUB01,51,1
S462-25,2024-2025,SUB02,40,2
S646-25,2024-2025,SUB03,41,2
S977-24,2023-2024,SUB04,49,1
S977-24,2023-2024,SUB05,50,1
S655-25,2024-2025,SUB02,39,3
S142-25,2024-2025,SUB05,55,0
S164-25,2024-2025,SUB01,,0
S660-24,2023-2024,SUB02,37,5
S818-24,2023-2024,SUB02,36,5
S450-25,2024-2025,SUB04,64,0
S818-24,2023-2024,SUB03,41,1
S579-25,2024-2025,SUB01,,0
S765-25,2024-2025,SUB03,40,8
S637-25,2024-2025,SUB05,63,0
S776-25,2024-2025,SUB02,36,2
S655-25,2024-2025,SUB01,31,0
S655-25,2024-2025,SUB04,46,0
S655-25,2024-2025,SUB05,50,0
S843-24,2023-2024,SUB03,40,8
S993-25,2024-2025,SUB03,40,8
S818-24,2023-2024,SUB05,58,0
S541-25,2024-2025,SUB03,40,7
S553-25,2024-2025,SUB03,40,7
S977-24,2023-2024,SUB01,54,0
S977-24,2023-2024,SUB02,35,5
S019-24,2023-2024,SUB05,66,
S164-25,2024-2025,SUB02,34,2
S032-25,2024-2025,SUB01,67,
S870-24,2023-2024,SUB03,40,7
S037-24,2023-2024,SUB05,,
S411-25,2024-2025,SUB02,30,2
S042-24,2023-2024,SUB04,66,
S039-24,2023-2024,SUB02,,7
S043-25,2024-2025,SUB04,61,
S045-25,2024-2025,SUB01,,
S062-24,2023-2024,SUB01,84,
S063-24,2023-2024,SUB05,56,
S066-25,2024-2025,SUB01,71,
S067-25,2024-2025,SUB05,79,
S073-24,2023-2024,SUB05,86,
S044-25,2024-2025,SUB03,40,6
S166-25,2024-2025,SUB02,,7
S352-25,2024-2025,SUB03,40,5
S093-24,2023-2024,SUB05,53,
S347-24,2023-2024,SUB02,,7
S105-25,2024-2025,SUB01,54,
S109-25,2024-2025,SUB01,78,
S110-24,2023-2024,SUB05,49,
S620-25,2024-2025,SUB02,,7
S125-25,2024-2025,SUB04,54,
S126-25,2024-2025,SUB01,82,
S128-25,2024-2025,SUB04,53,
S131-24,2023-2024,SUB04,40,
S139-24,2023-2024,SUB01,55,
S139-24,2023-2024,SUB04,71,
S146-25,2024-2025,SUB01,95,
S148-25,2024-2025,SUB01,79,
S486-24,2023-2024,SUB03,40,5
S159-25,2024-2025,SUB01,69,
S162-24,2023-2024,SUB05,82,
S741-25,2024-2025,SUB02,,7
S177-24,2023-2024,SUB01,92,
S182-24,2023-2024,SUB01,58,
S187-24,2023-2024,SUB01,,
S862-24,2023-2024,SUB02,,7
S441-24,2023-2024,SUB03,40,4
S202-25,2024-2025,SUB04,75,
S726-25,2024-2025,SUB03,40,4
S893-24,2023-2024,SUB02,,7
S224-24,2023-2024,SUB01,,
S231-24,2023-2024,SUB01,71,
S062-24,2023-2024,SUB03,40,3
S532-24,2023-2024,SUB03,40,2
S565-24,2023-2024,SUB03,40,2
S240-24,2023-2024,SUB04,65,
S068-25,2024-2025,SUB02,,7
S890-25,2024-2025,SUB02,,8
S245-25,2024-2025,SUB05,52,
S899-24,2023-2024,SUB03,40,
S251-25,2024-2025,SUB04,52,
S579-25,2024-2025,SUB03,38,5
S254-25,2024-2025,SUB05,47,
S923-25,2024-2025,SUB02,,8
S047-24,2023-2024,SUB02,,7
S260-24,2023-2024,SUB04,93,
S411-25,2024-2025,SUB03,36,0
S282-24,2023-2024,SUB05,94,
S287-24,2023-2024,SUB02,,7
S593-24,2023-2024,SUB03,36,0
S296-25,2024-2025,SUB04,,
S301-24,2023-2024,SUB05,58,
S549-24,2023-2024,SUB02,,7
S304-25,2024-2025,SUB04,87,
S306-24,2023-2024,SUB04,83,
S307-24,2023-2024,SUB04,43,
S314-24,2023-2024,SUB01,79,
S315-24,2023-2024,SUB01,56,
S318-25,2024-2025,SUB05,,
S320-25,2024-2025,SUB01,93,
S199-24,2023-2024,SUB03,34,2
S030-25,2024-2025,SUB03,31,4
S860-25,2024-2025,SUB03,31,3
S585-24,2023-2024,SUB02,,7
S338-24,2023-2024,SUB05,62,
S991-24,2023-2024,SUB03,30,3
S373-24,2023-2024,SUB03,,7
S699-25,2024-2025,SUB02,,7
S389-24,2023-2024,SUB03,,7
S847-24,2023-2024,SUB03,,7
S365-24,2023-2024,SUB05,90,
S898-24,2023-2024,SUB03,,7
S025-25,2024-2025,SUB03,,8
S378-24,2023-2024,SUB04,82,
S836-25,2024-2025,SUB02,,7
S382-25,2024-2025,SUB04,54,
S384-25,2024-2025,SUB04,57,
S848-24,2023-2024,SUB02,,7
S116-25,2024-2025,SUB03,,8
S403-25,2024-2025,SUB04,52,
S416-24,2023-2024,SUB04,47,
S419-25,2024-2025,SUB04,95,
S974-24,2023-2024,SUB02,,7
S422-24,2023-2024,SUB01,95,
S348-25,2024-2025,SUB03,,8
S498-25,2024-2025,SUB03,,8
S005-24,2023-2024,SUB02,,6
S453-24,2023-2024,SUB01,84,
S113-25,2024-2025,SUB02,,6
S755-25,2024-2025,SUB03,,8
S028-25,2024-2025,SUB03,,7
S462-25,2024-2025,SUB05,45,
S470-25,2024-2025,SUB05,77,
S473-25,2024-2025,SUB01,47,
S473-25,2024-2025,SUB04,78,
S217-25,2024-2025,SUB02,,6
S359-24,2023-2024,SUB03,,7
S489-25,2024-2025,SUB04,89,
S490-24,2023-2024,SUB05,55,
S492-25,2024-2025,SUB01,87,
S563-24,2023-2024,SUB03,,7
